0.328864,-0.303160,0.156908,-0.093273,-0.133759,0.322679,0.151388
0.061011,-0.054598,0.029384,-0.015841,-0.026434,0.064519,0.030880
0.064181,-0.057381,0.030957,-0.016640,-0.027973,0.068418,0.032785
0.066902,-0.059776,0.032324,-0.017327,-0.029312,0.071822,0.034452
0.069187,-0.061796,0.033492,-0.017905,-0.030459,0.074745,0.035887
0.071050,-0.063452,0.034471,-0.018378,-0.031417,0.077202,0.037097
0.072503,-0.064755,0.035270,-0.018750,-0.032193,0.079208,0.038090
0.073562,-0.065717,0.035896,-0.019024,-0.032792,0.080777,0.038871
0.074240,-0.066350,0.036360,-0.019203,-0.033219,0.081923,0.039449
0.074553,-0.066663,0.036670,-0.019293,-0.033481,0.082660,0.039829
0.074517,-0.066670,0.036838,-0.019295,-0.033582,0.083004,0.040019
0.074147,-0.066380,0.036872,-0.019214,-0.033529,0.082969,0.040026
0.073461,-0.065806,0.036782,-0.019054,-0.033326,0.082568,0.039857
0.072475,-0.064958,0.036579,-0.018817,-0.032980,0.081818,0.039519
0.071206,-0.063848,0.036272,-0.018509,-0.032495,0.080731,0.039018
0.069670,-0.062487,0.035871,-0.018131,-0.031878,0.079322,0.038362
0.067885,-0.060887,0.035384,-0.017689,-0.031134,0.077607,0.037558
0.065866,-0.059058,0.034820,-0.017184,-0.030270,0.075599,0.036611
0.063629,-0.057013,0.034186,-0.016622,-0.029289,0.073312,0.035530
0.061191,-0.054763,0.033490,-0.016005,-0.028200,0.070762,0.034321
0.058565,-0.052319,0.032737,-0.015337,-0.027006,0.067963,0.032992
0.055767,-0.049693,0.031931,-0.014621,-0.025715,0.064929,0.031548
0.052807,-0.046896,0.031079,-0.013860,-0.024332,0.061675,0.029997
0.049704,-0.043941,0.030178,-0.013058,-0.022863,0.058215,0.028347
0.046466,-0.040840,0.029231,-0.012217,-0.021315,0.054563,0.026603
0.043103,-0.037602,0.028240,-0.011339,-0.019694,0.050735,0.024778
0.039627,-0.034242,0.027205,-0.010425,-0.018004,0.046743,0.022877
0.036046,-0.030769,0.026116,-0.009484,-0.016267,0.042606,0.020877
0.027246,-0.026830,0.030472,-0.009136,-0.014361,0.038255,0.019137
0.028794,-0.023310,0.023854,-0.007276,-0.012794,0.034135,0.016691
0.025001,-0.014308,0.022354,-0.003709,-0.010513,0.030852,0.014435
0.027598,-0.021708,0.013622,-0.007023,-0.008730,0.023848,0.011947
0.011331,-0.012381,0.025892,-0.005772,-0.006909,0.019782,0.010739
0.019419,-0.009418,0.011100,-0.002987,-0.004810,0.015153,0.007297
0.003354,-0.003625,0.022670,-0.002671,-0.002841,0.011007,0.006160
0.010932,-0.001833,0.008219,-0.000970,-0.000990,0.005398,0.002655
-0.004478,0.004354,0.018609,-0.000317,0.001283,0.001543,0.001566
0.001152,0.006122,0.006105,0.001215,0.002880,-0.004223,-0.001837
-0.009046,0.013490,0.009884,0.002735,0.006231,-0.010937,-0.004726
-0.012160,0.015414,0.005903,0.003424,0.007349,-0.014390,-0.006515
-0.016366,0.019160,0.003632,0.004523,0.009239,-0.019144,-0.008773
-0.020521,0.022816,0.001204,0.005609,0.011087,-0.023843,-0.011038
-0.024771,0.026473,-0.001249,0.006704,0.012923,-0.028431,-0.013254
-0.022798,0.023716,-0.002888,0.006139,0.011610,-0.026006,-0.012181
-0.039113,0.039687,-0.007592,0.010479,0.019472,-0.044324,-0.020844
-0.037038,0.036721,-0.009408,0.009875,0.018045,-0.041679,-0.019670
-0.041001,0.039910,-0.012287,0.010890,0.019627,-0.045850,-0.021695
-0.044874,0.042966,-0.015222,0.011877,0.021137,-0.049874,-0.023653
-0.048639,0.045879,-0.018197,0.012833,0.022570,-0.053737,-0.025535
-0.052279,0.048638,-0.021193,0.013754,0.023921,-0.057423,-0.027335
-0.055774,0.051233,-0.024190,0.014635,0.025187,-0.060919,-0.029046
-0.059105,0.053652,-0.027163,0.015472,0.026364,-0.064210,-0.030660
-0.062251,0.055887,-0.030090,0.016260,0.027447,-0.067282,-0.032171
-0.065191,0.057925,-0.032945,0.016995,0.028433,-0.070120,-0.033571
-0.067902,0.059756,-0.035705,0.017672,0.029317,-0.072708,-0.034855
-0.070372,0.061375,-0.038334,0.018286,0.030097,-0.075042,-0.036013
-0.072573,0.062765,-0.040816,0.018832,0.030770,-0.077092,-0.037041
-0.074488,0.063919,-0.043119,0.019306,0.031330,-0.078856,-0.037930
-0.076098,0.064826,-0.045218,0.019702,0.031775,-0.080317,-0.038675
-0.077383,0.065476,-0.047088,0.020015,0.032099,-0.081461,-0.039268
-0.078327,0.065859,-0.048704,0.020240,0.032300,-0.082275,-0.039701
-0.078913,0.065964,-0.050044,0.020373,0.032373,-0.082745,-0.039969
-0.079124,0.065782,-0.051085,0.020409,0.032314,-0.082856,-0.040065
-0.078947,0.065300,-0.051809,0.020344,0.032117,-0.082597,-0.039981
