0.328537,-0.302778,0.156757,-0.093024,-0.133665,0.322434,0.151283
0.060818,-0.054410,0.029292,-0.015765,-0.026354,0.064322,0.030785
0.063970,-0.057177,0.030857,-0.016558,-0.027884,0.068200,0.032681
0.066678,-0.059560,0.032217,-0.017241,-0.029217,0.071586,0.034339
0.068953,-0.061570,0.033380,-0.017815,-0.030358,0.074495,0.035767
0.070807,-0.063218,0.034355,-0.018285,-0.031312,0.076941,0.036971
0.072255,-0.064517,0.035151,-0.018655,-0.032085,0.078938,0.037959
0.073311,-0.065476,0.035775,-0.018928,-0.032682,0.080501,0.038738
0.073989,-0.066107,0.036238,-0.019107,-0.033108,0.081644,0.039314
0.074305,-0.066423,0.036549,-0.019197,-0.033370,0.082381,0.039694
0.074273,-0.066432,0.036718,-0.019200,-0.033472,0.082727,0.039885
0.073910,-0.066148,0.036754,-0.019121,-0.033421,0.082696,0.039894
0.073232,-0.065581,0.036667,-0.018963,-0.033221,0.082303,0.039728
0.072256,-0.064742,0.036467,-0.018729,-0.032879,0.081561,0.039394
0.070999,-0.063642,0.036164,-0.018424,-0.032399,0.080485,0.038899
0.069476,-0.062294,0.035766,-0.018050,-0.031787,0.079089,0.038248
0.067705,-0.060707,0.035284,-0.017612,-0.031050,0.077388,0.037451
0.065701,-0.058893,0.034725,-0.017112,-0.030192,0.075396,0.036512
0.063481,-0.056864,0.034096,-0.016555,-0.029219,0.073128,0.035439
0.061060,-0.054630,0.033405,-0.015944,-0.028137,0.070597,0.034240
0.058452,-0.052204,0.032658,-0.015282,-0.026952,0.067818,0.032920
0.055672,-0.049597,0.031857,-0.014572,-0.025670,0.064805,0.031486
0.052732,-0.046820,0.031011,-0.013817,-0.024296,0.061574,0.029946
0.049648,-0.043886,0.030115,-0.013022,-0.022838,0.058137,0.028307
0.046430,-0.040806,0.029174,-0.012187,-0.021300,0.054510,0.026576
0.043088,-0.037590,0.028189,-0.011317,-0.019689,0.050707,0.024762
0.039632,-0.034252,0.027160,-0.010411,-0.018010,0.046741,0.022874
0.036072,-0.030801,0.026079,-0.009475,-0.016283,0.042629,0.020887
0.026483,-0.020449,0.031363,-0.005703,-0.014276,0.039982,0.019033
0.036333,-0.030550,0.015414,-0.010276,-0.012628,0.032392,0.016440
0.024463,-0.020125,0.023044,-0.006703,-0.010941,0.029436,0.014740
0.015539,-0.015412,0.027144,-0.005911,-0.008798,0.025218,0.012747
0.023777,-0.013344,0.012324,-0.003929,-0.006821,0.020153,0.009684
0.007358,-0.007777,0.024585,-0.003883,-0.004994,0.015845,0.008501
0.015380,-0.005820,0.009727,-0.002041,-0.002985,0.010512,0.005075
-0.000470,0.000188,0.020857,-0.001544,-0.000884,0.006528,0.003999
0.006955,0.001722,0.006565,0.000012,0.000814,0.000743,0.000436
-0.004075,0.007110,0.012054,0.000976,0.002975,-0.003379,-0.001076
-0.006857,0.010594,0.008520,0.002107,0.004844,-0.008322,-0.003567
-0.011039,0.014380,0.006444,0.003124,0.006845,-0.013107,-0.005887
-0.015224,0.018117,0.004215,0.004213,0.008720,-0.017851,-0.008157
-0.019354,0.021766,0.001817,0.005292,0.010568,-0.022540,-0.010413
-0.023600,0.025432,-0.000577,0.006384,0.012402,-0.027135,-0.012627
-0.027727,0.028956,-0.003171,0.007455,0.014174,-0.031654,-0.014815
-0.031813,0.032385,-0.005857,0.008511,0.015891,-0.036083,-0.016958
-0.035845,0.035708,-0.008629,0.009548,0.017549,-0.040397,-0.019050
-0.039808,0.038914,-0.011475,0.010563,0.019141,-0.044584,-0.021082
-0.043687,0.041991,-0.014382,0.011551,0.020664,-0.048629,-0.023049
-0.047464,0.044929,-0.017334,0.012510,0.022111,-0.052518,-0.024943
-0.051121,0.047717,-0.020311,0.013435,0.023478,-0.056236,-0.026757
-0.054640,0.050344,-0.023294,0.014322,0.024762,-0.059768,-0.028485
-0.058000,0.052801,-0.026261,0.015166,0.025958,-0.063101,-0.030118
-0.061182,0.055077,-0.029188,0.015964,0.027062,-0.066220,-0.031651
-0.064166,0.057161,-0.032050,0.016710,0.028071,-0.069111,-0.033076
-0.066923,0.059048,-0.034843,0.017377,0.028992,-0.071767,-0.034387
-0.069461,0.060708,-0.037462,0.018049,0.029774,-0.074146,-0.035576
-0.071723,0.062163,-0.039993,0.018590,0.030488,-0.076275,-0.036637
-0.073711,0.063380,-0.042337,0.019083,0.031077,-0.078115,-0.037562
-0.075401,0.064355,-0.044486,0.019499,0.031554,-0.079658,-0.038346
-0.076775,0.065078,-0.046414,0.019835,0.031912,-0.080890,-0.038980
-0.077814,0.065538,-0.048097,0.020085,0.032149,-0.081798,-0.039459
-0.078503,0.065726,-0.049512,0.020245,0.032259,-0.082368,-0.039775
-0.078825,0.065631,-0.050638,0.020310,0.032240,-0.082586,-0.039922
-0.078765,0.065242,-0.051453,0.020276,0.032085,-0.082440,-0.039892
-0.078308,0.064550,-0.051940,0.020138,0.031792,-0.081915,-0.039679
-0.077442,0.063543,-0.052080,0.019892,0.031354,-0.080998,-0.039277
-0.076153,0.062210,-0.051861,0.019533,0.030766,-0.079676,-0.038678
-0.074429,0.060542,-0.051267,0.019057,0.030024,-0.077934,-0.037875
-0.072259,0.058526,-0.050289,0.018462,0.029122,-0.075759,-0.036862
-0.069631,0.056152,-0.048915,0.017742,0.028054,-0.073137,-0.035631
-0.066536,0.053408,-0.047138,0.016895,0.026815,-0.070055,-0.034176
-0.062963,0.050284,-0.044952,0.015917,0.025399,-0.066497,-0.032491
-0.058904,0.046766,-0.042350,0.014805,0.023801,-0.062450,-0.030568
-0.054349,0.042845,-0.039329,0.013555,0.022014,-0.057899,-0.028400
-0.049290,0.038507,-0.035886,0.012166,0.020032,-0.052831,-0.025980
-0.043719,0.033742,-0.032019,0.010633,0.017850,-0.047232,-0.023302
-0.037630,0.028537,-0.027726,0.008954,0.015461,-0.041086,-0.020359
-0.031016,0.022881,-0.023006,0.007127,0.012859,-0.034379,-0.017144
-0.023874,0.016761,-0.017856,0.005147,0.010039,-0.027098,-0.013650
-0.016200,0.010166,-0.012275,0.003014,0.006993,-0.019228,-0.009870
-0.008010,0.003121,-0.006229,0.000812,0.003708,-0.010712,-0.005810
-0.001053,0.000127,-0.001085,0.004384,0.002118,-0.005241,-0.003636
0.003834,0.002764,-0.006125,0.009009,0.006075,-0.007480,-0.006306
0.006448,0.006081,-0.015734,0.012937,0.010677,-0.010952,-0.011111
0.006560,0.008713,-0.024461,0.017084,0.014971,-0.015417,-0.016450
0.004273,0.010800,-0.031425,0.021148,0.019265,-0.020219,-0.021739
-0.000136,0.012652,-0.037161,0.024885,0.023518,-0.024833,-0.026776
-0.006194,0.014388,-0.042089,0.028258,0.027584,-0.029087,-0.031496
-0.013259,0.016011,-0.046362,0.031309,0.031388,-0.032987,-0.035877
-0.020614,0.017505,-0.050051,0.034079,0.034911,-0.036570,-0.039918
-0.027568,0.018863,-0.053239,0.036593,0.038144,-0.039860,-0.043619
-0.033536,0.020086,-0.056024,0.038869,0.041078,-0.042867,-0.046986
-0.038098,0.021178,-0.058486,0.040921,0.043707,-0.045601,-0.050027
-0.041027,0.022143,-0.060677,0.042756,0.046028,-0.048068,-0.052748
-0.042301,0.022984,-0.062611,0.044382,0.048046,-0.050276,-0.055158
